"board","combo","reach_probability","fold_frequency","call_frequency","raise_frequency","ev_fold_utg","ev_call_utg","ev_raise_utg","mixed_ev_utg","best_ev_action","best_ev_utg","highest_frequency_action","highest_frequency","loss_if_fold_utg","loss_if_call_utg","loss_if_raise_utg","iteration","exploitability"
"Qs 8h 3d","JsAc","51,1414","0,826621","0,16261","0,010769","0","0,0075035","0,0053936","0,0012782278134","C","0,0075035","F","0,826621","0,0075035","0","0,0021099","129","0,47116097807884216"
"Qs 8h 3d","JsAd","42,3905","0,790555","0,171694","0,037751","0","-0,0126629","0,0164776","-0,001552098075","R","0,0164776","F","0,790555","0,0164776","0,0291405","0","129","0,47116097807884216"
"Qs 8h 3d","JsAh","46,6124","0,923454","0,066081","0,010465","0","-0,0178249","0,0107922","-0,0010649468439","R","0,0107922","F","0,923454","0,0107922","0,0286171","0","129","0,47116097807884216"
"Qs 8h 3d","JsAs","44,4441","0","0,965287","0,034713","0","0,717082","0,707613","0,716753302603","C","0,717082","C","0,965287","0,717082","0","0,00946899999999995","129","0,47116097807884216"
"Qs 8h 3d","QcQd","31,8671","0","0,003022","0,996978","0","23,519","23,5405","23,540435027","R","23,5405","R","0,996978","23,5405","0,0215000000000032","0","129","0,47116097807884216"
"Qs 8h 3d","QcQh","32,12","0","0,002203","0,997797","0","23,5385","23,5619","23,5618484498","R","23,5619","R","0,997797","23,5619","0,0234000000000023","0","129","0,47116097807884216"
"Qs 8h 3d","QcKc","34,7151","0","0,746375","0,253625","0","4,59762","4,61994","4,60328091","R","4,61994","C","0,746375","4,61994","0,0223199999999997","0","129","0,47116097807884216"
"Qs 8h 3d","QcKd","40,3317","0","0,960342","0,039658","0","4,63357","4,6509","4,63425727314","R","4,6509","C","0,960342","4,6509","0,0173299999999994","0","129","0,47116097807884216"
"Qs 8h 3d","QcKh","40,4916","0","0,95852","0,04148","0","4,63621","4,65601","4,637031304","R","4,65601","C","0,95852","4,65601","0,0198","0","129","0,47116097807884216"
"Qs 8h 3d","QcKs","39,3638","0","0,917802","0,082198","0","4,62253","4,63574","4,62361583558","R","4,63574","C","0,917802","4,63574","0,0132100000000008","0","129","0,47116097807884216"
"Qs 8h 3d","QcAc","32,5923","0","0,585134","0,414866","0","6,32708","6,34757","6,33558060434","R","6,34757","C","0,585134","6,34757","0,0204899999999997","0","129","0,47116097807884216"
"Qs 8h 3d","QcAd","38,0516","0","0,859443","0,140557","0","6,27682","6,29397","6,27923055255","R","6,29397","C","0,859443","6,29397","0,01715","0","129","0,47116097807884216"
"Qs 8h 3d","QcAh","41,432","0","0,826784","0,173216","0","6,32354","6,34317","6,32694023008","R","6,34317","C","0,826784","6,34317","0,0196300000000003","0","129","0,47116097807884216"
"Qs 8h 3d","QcAs","34,9174","0","0,778484","0,221516","0","6,28448","6,30708","6,2894862616","R","6,30708","C","0,778484","6,30708","0,0225999999999997","0","129","0,47116097807884216"
"Qs 8h 3d","QdQh","31,3978","0","0,001221","0,998779","0","23,5256","23,558","23,5579604396","R","23,558","R","0,998779","23,558","0,0323999999999991","0","129","0,47116097807884216"
"Qs 8h 3d","QdKc","35,1394","0","0,809559","0,190441","0","4,65123","4,67007","4,65481790844","R","4,67007","C","0,809559","4,67007","0,01884","0","129","0,47116097807884216"
"Qs 8h 3d","QdKd","34,3903","0","0,46386","0,53614","0","5,31979","5,3521","5,3371126834","R","5,3521","R","0,53614","5,3521","0,0323100000000007","0","129","0,47116097807884216"
"Qs 8h 3d","QdKh","39,9059","0","0,999631","0,000369","0","4,68467","4,69297","4,6846730627","R","4,69297","C","0,999631","4,69297","0,0083000000000002","0","129","0,47116097807884216"
"Qs 8h 3d","QdKs","38,4477","0","0,995271","0,004729","0","4,66846","4,67453","4,66848870503","R","4,67453","C","0,995271","4,67453","0,00606999999999935","0","129","0,47116097807884216"
"Qs 8h 3d","QdAc","33,4984","0","0,585421","0,414579","0","6,37109","6,38851","6,37831196618","R","6,38851","C","0,585421","6,38851","0,0174199999999995","0","129","0,47116097807884216"
"Qs 8h 3d","QdAd","32,2287","0","0,553177","0,446823","0","7,05353","7,06377","7,05810546752","R","7,06377","C","0,553177","7,06377","0,0102399999999996","0","129","0,47116097807884216"
"Qs 8h 3d","QdAh","39,5871","0","0,872408","0,127592","0","6,39097","6,40764","6,39309695864","R","6,40764","C","0,872408","6,40764","0,0166700000000004","0","129","0,47116097807884216"
"Qs 8h 3d","QdAs","35,7027","0","0,815691","0,184309","0","6,35432","6,37258","6,35768548234","R","6,37258","C","0,815691","6,37258","0,0182600000000006","0","129","0,47116097807884216"
"Qs 8h 3d","QhKc","35,5439","0","0,809155","0,190845","0","4,6467","4,66365","4,64993482275","R","4,66365","C","0,809155","4,66365","0,0169499999999996","0","129","0,47116097807884216"
"Qs 8h 3d","QhKd","39,4527","0","0,998407","0,001593","0","4,67604","4,68243","4,67605017927","R","4,68243","C","0,998407","4,68243","0,00639000000000056","0","129","0,47116097807884216"
"Qs 8h 3d","QhKh","34,3333","0","0,507827","0,492173","0","5,31657","5,35256","5,33428330627","R","5,35256","C","0,507827","5,35256","0,0359899999999991","0","129","0,47116097807884216"
"Qs 8h 3d","QhKs","38,7309","0","0,993374","0,006626","0","4,66395","4,6706","4,6639940629","R","4,6706","C","0,993374","4,6706","0,00665000000000049","0","129","0,47116097807884216"
"Qs 8h 3d","QhAc","33,5798","0","0,595902","0,404098","0","6,36864","6,38748","6,37625320632","R","6,38748","C","0,595902","6,38748","0,01884","0","129","0,47116097807884216"
"Qs 8h 3d","QhAd","39,6501","0","0,890183","0,109816","0","6,34148","6,35364","6,34280902108","R","6,35364","C","0,890183","6,35364","0,0121600000000006","0","129","0,47116097807884216"
"Qs 8h 3d","QhAh","30,7083","0","0,625211","0,374789","0","7,08517","7,10089","7,09106168308","R","7,10089","C","0,625211","7,10089","0,01572","0","129","0,47116097807884216"
"Qs 8h 3d","QhAs","36,6016","0","0,786993","0,213007","0","6,35292","6,36747","6,35601925185","R","6,36747","C","0,786993","6,36747","0,0145499999999998","0","129","0,47116097807884216"
"Qs 8h 3d","KcKd","34,2548","0","0,391115","0,608885","0","7,85151","7,86662","7,86071025235","R","7,86662","R","0,608885","7,86662","0,01511","0","129","0,47116097807884216"
"Qs 8h 3d","KcKh","34,3022","0","0,470884","0,529116","0","7,83417","7,85774","7,84664126412","R","7,85774","R","0,529116","7,85774","0,0235699999999994","0","129","0,47116097807884216"
"Qs 8h 3d","KcKs","34,421","0","0,328673","0,671327","0","7,86568","7,87284","7,87048670132","R","7,87284","R","0,671327","7,87284","0,00715999999999894","0","129","0,47116097807884216"
"Qs 8h 3d","KcAc","41,0177","0","0,808621","0,191379","0","0,23854","0,229773","0,236862180307","C","0,23854","C","0,808621","0,23854","0","0,00876700000000002","129","0,47116097807884216"
"Qs 8h 3d","KcAd","40,1152","0","0,788038","0,211962","0","0,225064","0,22643","0,225353540092","R","0,22643","C","0,788038","0,22643","0,00136599999999998","0","129","0,47116097807884216"
"Qs 8h 3d","KcAh","40,6131","0","0,815577","0,184423","0","0,216855","0,217543","0,216981883024","R","0,217543","C","0,815577","0,217543","0,000687999999999966","0","129","0,47116097807884216"
"Qs 8h 3d","KcAs","39,2085","0","0,728282","0,271718","0","0,236085","0,231692","0,234891342826","C","0,236085","C","0,728282","0,236085","0","0,00439300000000001","129","0,47116097807884216"
"Qs 8h 3d","KdKh","39,0222","0","0,529729","0,470271","0","7,92016","7,9395","7,92925504114","R","7,9395","C","0,529729","7,9395","0,0193399999999997","0","129","0,47116097807884216"
"Qs 8h 3d","KdKs","39,6906","0","0,33744","0,66256","0","7,95384","7,95918","7,9573780704","R","7,95918","R","0,66256","7,95918","0,00534000000000123","0","129","0,47116097807884216"
"Qs 8h 3d","KdAc","36,4995","0","0,752997","0,247003","0","0,264603","0,264644","0,264613127123","R","0,264644","C","0,752997","0,264644","4,09999999999577E-05","0","129","0,47116097807884216"
"Qs 8h 3d","KdAd","49,5817","0","0,868122","0,131878","0","0,927398","0,933358","0,92818399288","R","0,933358","C","0,868122","0,933358","0,00595999999999997","0","129","0,47116097807884216"
"Qs 8h 3d","KdAh","36,2794","0","0,780005","0,219995","0","0,24233","0,246009","0,243139361605","R","0,246009","C","0,780005","0,246009","0,00367900000000002","0","129","0,47116097807884216"
"Qs 8h 3d","KdAs","36,0627","0","0,722189","0,277811","0","0,26165","0,262569","0,261905308309","R","0,262569","C","0,722189","0,262569","0,000919000000000003","0","129","0,47116097807884216"
"Qs 8h 3d","KhKs","39,3076","0","0,448228","0,551771","0","7,93088","7,94895","7,94084257109","R","7,94895","R","0,551771","7,94895","0,0180700000000007","0","129","0,47116097807884216"
"Qs 8h 3d","KhAc","37,0155","0","0,773404","0,226596","0","0,256995","0,25757","0,2571252927","R","0,25757","C","0,773404","0,25757","0,000574999999999992","0","129","0,47116097807884216"
"Qs 8h 3d","KhAd","36,9815","0","0,765355","0,234645","0","0,244352","0,250547","0,245805625775","R","0,250547","C","0,765355","0,250547","0,00619499999999998","0","129","0,47116097807884216"
"Qs 8h 3d","KhAh","49,5281","0","0,869892","0,130108","0","0,918197","0,921278","0,918597862748","R","0,921278","C","0,869892","0,921278","0,00308100000000011","0","129","0,47116097807884216"
"Qs 8h 3d","KhAs","37,154","0","0,727085","0,272915","0","0,254988","0,25247","0,25430080003","C","0,254988","C","0,727085","0,254988","0","0,00251799999999996","129","0,47116097807884216"
"Qs 8h 3d","KsAc","37,3451","0","0,826187","0,173813","0","0,249629","0,234189","0,24694532728","C","0,249629","C","0,826187","0,249629","0","0,01544","129","0,47116097807884216"
"Qs 8h 3d","KsAd","36,9502","0","0,76681","0,23319","0","0,235103","0,237154","0,23558127269","R","0,237154","C","0,76681","0,237154","0,002051","0","129","0,47116097807884216"
"Qs 8h 3d","KsAh","36,8292","0","0,775841","0,224159","0","0,226847","0,225861","0,226625979226","C","0,226847","C","0,775841","0,226847","0","0,000986000000000015","129","0,47116097807884216"
"Qs 8h 3d","KsAs","50,5444","0","0,877798","0,122201","0","0,988192","0,989253","0,988320667069","R","0,989253","C","0,877798","0,989253","0,00106100000000009","0","129","0,47116097807884216"
"Qs 8h 3d","AcAd","33,0297","0","0,52215","0,47785","0","7,90322","7,9235","7,912910798","R","7,9235","C","0,52215","7,9235","0,0202799999999996","0","129","0,47116097807884216"
"Qs 8h 3d","AcAh","32,5667","0","0,479136","0,520864","0","7,91985","7,94005","7,9303714528","R","7,94005","R","0,520864","7,94005","0,0202","0","129","0,47116097807884216"
"Qs 8h 3d","AcAs","32,0803","0","0,51434","0,48566","0","7,76001","7,78219","7,7707819388","R","7,78219","C","0,51434","7,78219","0,0221800000000005","0","129","0,47116097807884216"
"Qs 8h 3d","AdAh","33,8954","0","0,521428","0,478571","0","7,97324","7,99115","7,98180323337","R","7,99115","C","0,521428","7,99115","0,0179100000000005","0","129","0,47116097807884216"
"Qs 8h 3d","AdAs","33,744","0","0,558243","0,441757","0","7,81234","7,8296","7,81996472582","R","7,8296","C","0,558243","7,8296","0,0172600000000003","0","129","0,47116097807884216"
"Qs 8h 3d","AhAs","33,6933","0","0,533834","0,466166","0","7,83257","7,84633","7,83898444416","R","7,84633","C","0,533834","7,84633","0,0137600000000004","0","129","0,47116097807884216"
"Qs 8h 2d","2c2h","2,70973","0","0","1","0","13,1028","14,1533","14,1533","R","14,1533","R","1","14,1533","1,0505","0","129","0,48116812109947205"
"Qs 8h 2d","2c2s","2,77887","0","0","1","0","13,0965","14,158","14,158","R","14,158","R","1","14,158","1,0615","0","129","0,48116812109947205"
"Qs 8h 2d","2cAc","35,9109","0","0,058709","0,941291","0","0,514266","0,525887","0,525204742711","R","0,525887","R","0,941291","0,525887","0,011621","0","129","0,48116812109947205"
"Qs 8h 2d","2h2s","2,7713","0","0","1","0","13,0574","14,1441","14,1441","R","14,1441","R","1","14,1441","1,0867","0","129","0,48116812109947205"
"Qs 8h 2d","2hAh","39,1177","0","0,336878","0,663122","0","1,33064","1,36918","1,35619672188","R","1,36918","R","0,663122","1,36918","0,03854","0","129","0,48116812109947205"
"Qs 8h 2d","2sAs","36,4398","0","0,382401","0,617599","0","1,3692","1,41109","1,39507122211","R","1,41109","R","0,617599","1,41109","0,0418900000000002","0","129","0,48116812109947205"
"Qs 8h 2d","3c3d","3,78273","0,61772","0,381342","0,000938","0","-0,0808807","-0,0464676","-0,0308867945082","F","0","F","0,61772","0","0,0808807","0,0464676","129","0,48116812109947205"
"Qs 8h 2d","3c3h","3,78399","0,633472","0,366493","3,5E-05","0","-0,0887371","-0,0615269","-0,0325236794318","F","0","F","0,633472","0","0,0887371","0,0615269","129","0,48116812109947205"
"Qs 8h 2d","3c3s","3,78239","0,63805","0,361944","6E-06","0","-0,0941338","-0,0627312","-0,0340715404944","F","0","F","0,63805","0","0,0941338","0,0627312","129","0,48116812109947205"
"Qs 8h 2d","3cAc","53,5418","1","0","0","0","-0,5266441","-0,4867157","0","F","0","F","1","0","0,5266441","0,4867157","129","0,48116812109947205"
"Qs 8h 2d","3d3h","3,71369","0,444141","0,388857","0,167002","0","-0,0545246","0,0147781","-0,018734300126","R","0,0147781","F","0,444141","0,0147781","0,0693027","0","129","0,48116812109947205"
"Qs 8h 2d","3d3s","3,72932","0,457823","0,401534","0,140643","0","-0,0595009","0,0119129","-0,0222161683859","R","0,0119129","F","0,457823","0,0119129","0,0714138","0","129","0,48116812109947205"
"Qs 8h 2d","3dAd","35,1756","0,369724","0,16207","0,468206","0","0,0160645","0,0407471","0,0216816102176","R","0,0407471","R","0,468206","0,0407471","0,0246826","0","129","0,48116812109947205"
"Qs 8h 2d","3h3s","3,76226","0,471702","0,419069","0,109229","0","-0,0655159","-0,0040565","-0,0278987701356","F","0","F","0,471702","0","0,0655159","0,0040565","129","0,48116812109947205"
"Qs 8h 2d","3hAh","35,2898","0,447491","0,098049","0,45446","0","0,0128414","0,0283283","0,0141331656466","R","0,0283283","R","0,45446","0,0283283","0,0154869","0","129","0,48116812109947205"
"Qs 8h 2d","3sAs","32,2905","0,250374","0,239596","0,51003","0","0,0401348","0,0477009","0,0339450275678","R","0,0477009","R","0,51003","0,0477009","0,00756610000000001","0","129","0,48116812109947205"
"Qs 8h 2d","4c4d","6,91182","0,273246","0,726754","0","0","0,0062122","-0,0968361","0,0045147411988","C","0,0062122","C","0,726754","0,0062122","0","0,1030483","129","0,48116812109947205"
"Qs 8h 2d","4c4h","6,91351","0,289673","0,710327","0","0","0,0016945","-0,1092564","0,0012036491015","C","0,0016945","C","0,710327","0,0016945","0","0,1109509","129","0,48116812109947205"
"Qs 8h 2d","4c4s","6,90891","0,314932","0,685068","0","0","-0,0071106","-0,1044044","-0,0048712445208","F","0","C","0,685068","0","0,0071106","0,1044044","129","0,48116812109947205"
"Qs 8h 2d","4c5c","13,8294","1","0","0","0","-0,5499844","-0,5439896","0","F","0","F","1","0","0,5499844","0,5439896","129","0,48116812109947205"
"Qs 8h 2d","4cAc","53,0503","1","0","0","0","-0,4788895","-0,5532158","0","F","0","F","1","0","0,4788895","0,5532158","129","0,48116812109947205"
"Qs 8h 2d","4d4h","5,6682","0,176137","0,823863","0","0","0,0275993","0,0053249","0,0227380420959","C","0,0275993","C","0,823863","0,0275993","0","0,0222744","129","0,48116812109947205"
"Qs 8h 2d","4d4s","5,9514","0,161066","0,838929","5E-06","0","0,0183262","0,0079948","0,0153744206138","C","0,0183262","C","0,838929","0,0183262","0","0,0103314","129","0,48116812109947205"
"Qs 8h 2d","4d5d","13,854","0,999956","0","4,4E-05","0","-0,1115154","-0,0168793","-7,426892E-07","F","0","F","0,999956","0","0,1115154","0,0168793","129","0,48116812109947205"
"Qs 8h 2d","4dAd","35,1283","0,33614","0,321257","0,342603","0","0,0362419","0,0260227","0,0205584191564","C","0,0362419","R","0,342603","0,0362419","0","0,0102192","129","0,48116812109947205"
"Qs 8h 2d","4h4s","6,01176","0,188232","0,811768","0","0","0,013707","-0,0042278","0,011126903976","C","0,013707","C","0,811768","0,013707","0","0,0179348","129","0,48116812109947205"
"Qs 8h 2d","4h5h","13,8452","0,885362","0","0,114638","0","-0,1058903","-0,0085037","-0,0009748471606","F","0","F","0,885362","0","0,1058903","0,0085037","129","0,48116812109947205"
"Qs 8h 2d","4hAh","35,3399","0,385334","0,271631","0,343036","0","0,0311699","0,0226093","0,0162225149417","C","0,0311699","F","0,385334","0,0311699","0","0,0085606","129","0,48116812109947205"
"Qs 8h 2d","4s5s","13,8194","0,823454","0","0,176546","0","-0,0957844","-0,0068909","-0,0012165608314","F","0","F","0,823454","0","0,0957844","0,0068909","129","0,48116812109947205"
"Qs 8h 2d","4sAs","32,1947","0,211129","0,392476","0,396395","0","0,0584129","0,0402153","0,0388668051839","C","0,0584129","R","0,396395","0,0584129","0","0,0181976","129","0,48116812109947205"
"Qs 8h 2d","5c5d","12,4814","0","1","0","0","0,0798079","-0,1302193","0,0798079","C","0,0798079","C","1","0,0798079","0","0,2100272","129","0,48116812109947205"
"Qs 8h 2d","5c5h","12,4644","0","1","0","0","0,0766891","-0,1406971","0,0766891","C","0,0766891","C","1","0,0766891","0","0,2173862","129","0,48116812109947205"
"Qs 8h 2d","5c5s","12,4223","5E-06","0,999995","0","0","0,0663704","-0,1338959","0,066370068148","C","0,0663704","C","0,999995","0,0663704","0","0,2002663","129","0,48116812109947205"
"Qs 8h 2d","5c6c","13,963","1","0","0","0","-0,5194218","-0,553558","0","F","0","F","1","0","0,5194218","0,553558","129","0,48116812109947205"
"Qs 8h 2d","5cKc","25,5929","1","0","0","0","-0,6054935","-0,7737141","0","F","0","F","1","0","0,6054935","0,7737141","129","0,48116812109947205"
"Qs 8h 2d","5cAc","52,6422","1","0","0","0","-0,4779045","-0,6222229","0","F","0","F","1","0","0,4779045","0,6222229","129","0,48116812109947205"
"Qs 8h 2d","5d5h","10,5445","0","1","0","0","0,111756","0,0075069","0,111756","C","0,111756","C","1","0,111756","0","0,1042491","129","0,48116812109947205"
"Qs 8h 2d","5d5s","10,3005","0","1","0","0","0,101571","0,0129143","0,101571","C","0,101571","C","1","0,101571","0","0,0886567","129","0,48116812109947205"
"Qs 8h 2d","5d6d","13,8474","0,82289","0","0,17711","0","-0,0907806","0,0049934","0,000884381074","R","0,0049934","F","0,82289","0,0049934","0,095774","0","129","0,48116812109947205"
"Qs 8h 2d","5dKd","25,5612","1","0","0","0","-0,1650486","-0,1338207","0","F","0","F","1","0","0,1650486","0,1338207","129","0,48116812109947205"
"Qs 8h 2d","5dAd","35,9726","0,341051","0,403426","0,255523","0","0,0341866","0,0177013","0,0183148525715","C","0,0341866","C","0,403426","0,0341866","0","0,0164853","129","0,48116812109947205"
"Qs 8h 2d","5h5s","10,1436","0","1","0","0","0,0977787","0,0073944","0,0977787","C","0,0977787","C","1","0,0977787","0","0,0903843","129","0,48116812109947205"
"Qs 8h 2d","5h6h","12,3941","0,680191","0","0,319809","0","-0,0590954","0,0214645","0,0068645402805","R","0,0214645","F","0,680191","0,0214645","0,0805599","0","129","0,48116812109947205"
"Qs 8h 2d","5hKh","25,5558","1","0","0","0","-0,1617508","-0,1055729","0","F","0","F","1","0","0,1617508","0,1055729","129","0,48116812109947205"
"Qs 8h 2d","5hAh","36,0201","0,393841","0,348017","0,258143","0","0,0300488","0,0159264","0,0145687819048","C","0,0300488","F","0,393841","0,0300488","0","0,0141224","129","0,48116812109947205"
"Qs 8h 2d","5s6s","11,6862","0,612462","0","0,387538","0","-0,0468742","0,0567831","0,0220056090078","R","0,0567831","F","0,612462","0,0567831","0,1036573","0","129","0,48116812109947205"
"Qs 8h 2d","5sKs","25,6795","1","0","0","0","-0,1394543","-0,1214924","0","F","0","F","1","0","0,1394543","0,1214924","129","0,48116812109947205"
"Qs 8h 2d","5sAs","32,638","0,224227","0,466421","0,309352","0","0,0546467","0,0366028","0,0368115178463","C","0,0546467","C","0,466421","0,0546467","0","0,0180439","129","0,48116812109947205"
"Qs 8h 2d","6c6d","31,9774","0","1","0","0","0,137863","-0,0689022","0,137863","C","0,137863","C","1","0,137863","0","0,2067652","129","0,48116812109947205"
"Qs 8h 2d","6c6h","32,2302","0","1","0","0","0,134867","-0,0791222","0,134867","C","0,134867","C","1","0,134867","0","0,2139892","129","0,48116812109947205"
"Qs 8h 2d","6c6s","31,6651","0","1","0","0","0,128778","-0,0609303","0,128778","C","0,128778","C","1","0,128778","0","0,1897083","129","0,48116812109947205"
"Qs 8h 2d","6c7c","14,4883","1","0","0","0","-0,568565","-0,7986267","0","F","0","F","1","0","0,568565","0,7986267","129","0,48116812109947205"
"Qs 8h 2d","6c8c","0,105949","0","0,003295","0,996705","0","2,14113","2,36455","2,3638138311","R","2,36455","R","0,996705","2,36455","0,22342","0","129","0,48116812109947205"
"Qs 8h 2d","6cKc","22,0174","1","0","0","0","-0,5806065","-0,7299789","0","F","0","F","1","0","0,5806065","0,7299789","129","0,48116812109947205"
"Qs 8h 2d","6cAc","52,1811","1","0","0","0","-0,644622","-1,0008339","0","F","0","F","1","0","0,644622","1,0008339","129","0,48116812109947205"
"Qs 8h 2d","6d6h","30,4094","0","1","0","0","0,197317","0,0204239","0,197317","C","0,197317","C","1","0,197317","0","0,1768931","129","0,48116812109947205"
"Qs 8h 2d","6d6s","30,3911","0","1","0","0","0,189175","0,0363281","0,189175","C","0,189175","C","1","0,189175","0","0,1528469","129","0,48116812109947205"
"Qs 8h 2d","6d7d","14,589","1","0","0","0","-0,1464642","-0,2121323","0","F","0","F","1","0","0,1464642","0,2121323","129","0,48116812109947205"
"Qs 8h 2d","6d8d","0,106592","0","1,7E-05","0,999983","0","2,88782","3,08305","3,08304668109","R","3,08305","R","0,999983","3,08305","0,19523","0","129","0,48116812109947205"
"Qs 8h 2d","6dKd","21,967","1","0","0","0","-0,1041462","-0,0818897","0","F","0","F","1","0","0,1041462","0,0818897","129","0,48116812109947205"
"Qs 8h 2d","6dAd","51,9153","1","0","0","0","-0,0845604","-0,2959373","0","F","0","F","1","0","0,0845604","0,2959373","129","0,48116812109947205"
"Qs 8h 2d","6h6s","30,1614","0","1","0","0","0,187485","0,0279427","0,187485","C","0,187485","C","1","0,187485","0","0,1595423","129","0,48116812109947205"
"Qs 8h 2d","6h7h","14,7","1","0","0","0","-0,1075008","-0,212146","0","F","0","F","1","0","0,1075008","0,212146","129","0,48116812109947205"
"Qs 8h 2d","6hKh","22,0478","1","0","0","0","-0,0910435","-0,0583607","0","F","0","F","1","0","0,0910435","0,0583607","129","0,48116812109947205"
"Qs 8h 2d","6hAh","52,1608","1","0","0","0","-0,0905758","-0,3290005","0","F","0","F","1","0","0,0905758","0,3290005","129","0,48116812109947205"
"Qs 8h 2d","6s7s","14,5291","1","0","0","0","-0,0833328","-0,096656","0","F","0","F","1","0","0,0833328","0,096656","129","0,48116812109947205"
"Qs 8h 2d","6s8s","0,103864","0","0,00033","0,99967","0","3,00434","3,18645","3,1863899037","R","3,18645","R","0,99967","3,18645","0,18211","0","129","0,48116812109947205"
"Qs 8h 2d","6sKs","22,1523","0,999998","0","2E-06","0","-0,0682796","-0,0580162","-1,160324E-07","F","0","F","0,999998","0","0,0682796","0,0580162","129","0,48116812109947205"
"Qs 8h 2d","6sAs","51,1698","0,999999","1E-06","0","0","-0,0525841","-0,2595718","-5,25841E-08","F","0","F","0,999999","0","0,0525841","0,2595718","129","0,48116812109947205"
"Qs 8h 2d","7c7d","44,7341","0","1","0","0","0,428068","-0,1165138","0,428068","C","0,428068","C","1","0,428068","0","0,5445818","129","0,48116812109947205"
"Qs 8h 2d","7c7h","45,1163","0","1","0","0","0,416879","-0,1470837","0,416879","C","0,416879","C","1","0,416879","0","0,5639627","129","0,48116812109947205"
"Qs 8h 2d","7c7s","44,7548","0","1","0","0","0,417626","-0,1082825","0,417626","C","0,417626","C","1","0,417626","0","0,5259085","129","0,48116812109947205"
"Qs 8h 2d","7c8c","9,28186","0","0,022362","0,977638","0","2,11813","2,20885","2,20682131936","R","2,20885","R","0,977638","2,20885","0,0907200000000001","0","129","0,48116812109947205"
"Qs 8h 2d","7cKc","13,0917","1","0","0","0","-0,5223789","-0,7578556","0","F","0","F","1","0","0,5223789","0,7578556","129","0,48116812109947205"
"Qs 8h 2d","7cAc","51,7881","1","0","0","0","-0,5849621","-1,0223614","0","F","0","F","1","0","0,5849621","1,0223614","129","0,48116812109947205"
"Qs 8h 2d","7d7h","45,0192","0","1","0","0","0,479928","-0,0759464","0,479928","C","0,479928","C","1","0,479928","0","0,5558744","129","0,48116812109947205"
"Qs 8h 2d","7d7s","44,0857","0","1","0","0","0,479994","-0,0374233","0,479994","C","0,479994","C","1","0,479994","0","0,5174173","129","0,48116812109947205"
"Qs 8h 2d","7d8d","9,40119","0","0,000117","0,999883","0","2,87382","2,932","2,93199319294","R","2,932","R","0,999883","2,932","0,0581800000000001","0","129","0,48116812109947205"
"Qs 8h 2d","7dKd","11,6548","0,999628","0","0,000372","0","-0,0543591","-0,0958771","-3,56662812E-05","F","0","F","0,999628","0","0,0543591","0,0958771","129","0,48116812109947205"
"Qs 8h 2d","7dAd","51,3748","0,995422","0,004578","0","0","-0,0347172","-0,2989677","-0,0001589353416","F","0","F","0,995422","0","0,0347172","0,2989677","129","0,48116812109947205"
"Qs 8h 2d","7h7s","44,3581","0","1","0","0","0,469725","-0,0720242","0,469725","C","0,469725","C","1","0,469725","0","0,5417492","129","0,48116812109947205"
"Qs 8h 2d","7hKh","11,4021","0,999997","0","3E-06","0","-0,0355518","-0,1098381","-3,295143E-07","F","0","F","0,999997","0","0,0355518","0,1098381","129","0,48116812109947205"
"Qs 8h 2d","7hAh","51,9323","0,999856","0,000144","0","0","-0,0266186","-0,3844929","-3,8330784E-06","F","0","F","0,999856","0","0,0266186","0,3844929","129","0,48116812109947205"
"Qs 8h 2d","7s8s","8,92897","0","0,003649","0,996351","0","2,99248","3,04014","3,03996608866","R","3,04014","R","0,996351","3,04014","0,04766","0","129","0,48116812109947205"
"Qs 8h 2d","7sKs","11,3196","0,997983","0","0,002017","0","-0,0294956","-0,0747025","-0,0001506749425","F","0","F","0,997983","0","0,0294956","0,0747025","129","0,48116812109947205"
"Qs 8h 2d","7sAs","47,9519","0,823674","0,176326","0","0","-0,0363186","-0,273782","-0,0064039134636","F","0","F","0,823674","0","0,0363186","0,273782","129","0,48116812109947205"
"Qs 8h 2d","8c8d","34,1404","0","0,001629","0,99837","0","18,7129","18,7206","18,7205687361","R","18,7206","R","0,99837","18,7206","0,00769999999999982","0","129","0,48116812109947205"
"Qs 8h 2d","8c8s","34,4523","0","0,000103","0,999897","0","18,7346","18,7481","18,7480986095","R","18,7481","R","0,999897","18,7481","0,0135000000000005","0","129","0,48116812109947205"
"Qs 8h 2d","8c9c","4,71613","0","0,983357","0,016643","0","2,40741","2,36003","2,40662145466","C","2,40741","C","0,983357","2,40741","0","0,04738","129","0,48116812109947205"
"Qs 8h 2d","8cTc","0,067271","0","0,615688","0,384312","0","2,54212","2,57241","2,55376081048","R","2,57241","C","0,615688","2,57241","0,0302900000000004","0","129","0,48116812109947205"
"Qs 8h 2d","8cKc","31,8199","0","0,665978","0,334022","0","2,25496","2,25303","2,25431533754","C","2,25496","C","0,665978","2,25496","0","0,00193000000000021","129","0,48116812109947205"
"Qs 8h 2d","8cAc","39,9021","0","0,818846","0,181154","0","2,31612","2,31898","2,31663810044","R","2,31898","C","0,818846","2,31898","0,00286000000000008","0","129","0,48116812109947205"
"Qs 8h 2d","8d8s","33,9694","0","0,060021","0,939979","0","18,6698","18,6702","18,6701759916","R","18,6702","R","0,939979","18,6702","0,000399999999999068","0","129","0,48116812109947205"
