"board","combo","reach_probability","fold_frequency","call_frequency","raise_frequency","ev_fold_btn","ev_call_btn","ev_raise_btn","mixed_ev_btn","best_ev_action","best_ev_btn","highest_frequency_action","highest_frequency","loss_if_fold_btn","loss_if_call_btn","loss_if_raise_btn","iteration","exploitability"
"Js 9h 6d","JdKd","27,8084","0","0,999995","5E-06","0","4,62458","4,56016","4,6245796779","C","4,62458","C","0,999995","4,62458","0","0,0644200000000001","129","0,4640049338340759"
"Js 9h 6d","JdAc","7,14595","0","1","0","0","4,9514","4,82158","4,9514","C","4,9514","C","1","4,9514","0","0,12982","129","0,4640049338340759"
"Js 9h 6d","JdAd","29,2891","0","0,879305","0,120695","0","5,65243","5,60301","5,6464652531","C","5,65243","C","0,879305","5,65243","0","0,0494200000000005","129","0,4640049338340759"
"Js 9h 6d","JdAh","7,0725","0","1","0","0","5,08154","4,8369","5,08154","C","5,08154","C","1","5,08154","0","0,24464","129","0,4640049338340759"
"Js 9h 6d","JdAs","7,07929","0","1","0","0","5,07092","4,86459","5,07092","C","5,07092","C","1","5,07092","0","0,20633","129","0,4640049338340759"
"Js 9h 6d","JhQh","16,8614","0","1","0","0","4,15392","3,91411","4,15392","C","4,15392","C","1","4,15392","0","0,23981","129","0,4640049338340759"
"Js 9h 6d","JhKh","28,0965","0","0,995446","0,004554","0","4,61367","4,63268","4,61375657154","R","4,63268","C","0,995446","4,63268","0,0190099999999997","0","129","0,4640049338340759"
"Js 9h 6d","JhAc","7,2266","0","0,998413","0,001587","0","4,93549","4,90456","4,93544091409","C","4,93549","C","0,998413","4,93549","0","0,0309299999999997","129","0,4640049338340759"
"Js 9h 6d","JhAd","7,09109","0","1","0","0","4,96699","4,85906","4,96699","C","4,96699","C","1","4,96699","0","0,10793","129","0,4640049338340759"
"Js 9h 6d","JhAh","29,8551","0","0,88766","0,11234","0","5,78262","5,75572","5,779598054","C","5,78262","C","0,88766","5,78262","0","0,0268999999999995","129","0,4640049338340759"
"Js 9h 6d","JhAs","7,15164","0","1","0","0","5,05402","4,90839","5,05402","C","5,05402","C","1","5,05402","0","0,14563","129","0,4640049338340759"
"Js 9h 6d","QcQd","9,93152","0","0,879743","0,120257","0","6,35393","6,39559","6,35893990662","R","6,39559","C","0,879743","6,39559","0,0416600000000003","0","129","0,4640049338340759"
"Js 9h 6d","QcQh","9,98326","0","0,858801","0,141199","0","6,38985","6,46032","6,39980029353","R","6,46032","C","0,858801","6,46032","0,0704700000000003","0","129","0,4640049338340759"
"Js 9h 6d","QcQs","10,0211","0","0,903206","0,096794","0","6,5188","6,54078","6,52092753212","R","6,54078","C","0,903206","6,54078","0,0219799999999992","0","129","0,4640049338340759"
"Js 9h 6d","QcKc","26,6326","0","0,846156","0,153844","0","1,44855","1,41095","1,4427654656","C","1,44855","C","0,846156","1,44855","0","0,0375999999999999","129","0,4640049338340759"
"Js 9h 6d","QcKd","12,781","0","0,827606","0,172394","0","1,53519","1,55143","1,53798967856","R","1,55143","C","0,827606","1,55143","0,01624","0","129","0,4640049338340759"
"Js 9h 6d","QcKh","12,774","0","0,827745","0,172255","0","1,49468","1,51265","1,49777542235","R","1,51265","C","0,827745","1,51265","0,01797","0","129","0,4640049338340759"
"Js 9h 6d","QcKs","12,5615","0","0,857352","0,142648","0","1,45047","1,45619","1,45128594656","R","1,45619","C","0,857352","1,45619","0,00571999999999995","0","129","0,4640049338340759"
"Js 9h 6d","QcAc","7,1349","0,196921","0,802096","0,000982","0","0,0584101","-0,0561039","0,0467954135398","C","0,0584101","C","0,802096","0,0584101","0","0,114514","129","0,4640049338340759"
"Js 9h 6d","QcAd","27,6297","0,398083","0,551609","0,050309","0","0,0154396","-0,0647442","0,0052594063586","C","0,0154396","C","0,551609","0,0154396","0","0,0801838","129","0,4640049338340759"
"Js 9h 6d","QcAh","27,8483","0,413522","0,558033","0,028444","0","0,0128159","-0,0723671","0,0050932853323","C","0,0128159","C","0,558033","0,0128159","0","0,085183","129","0,4640049338340759"
"Js 9h 6d","QcAs","27,8346","0,445511","0,525378","0,029111","0","0,0103771","-0,0710274","0,0033842214024","C","0,0103771","C","0,525378","0,0103771","0","0,0814045","129","0,4640049338340759"
"Js 9h 6d","QdQh","9,85457","0","0,933642","0,066358","0","6,38677","6,37512","6,3859969293","C","6,38677","C","0,933642","6,38677","0","0,0116500000000004","129","0,4640049338340759"
"Js 9h 6d","QdQs","9,89301","0","0,995689","0,00431","0","6,51386","6,45373","6,51359432584","C","6,51386","C","0,995689","6,51386","0","0,0601299999999991","129","0,4640049338340759"
"Js 9h 6d","QdKc","12,7521","0","0,935376","0,064624","0","1,49282","1,53439","1,49550641968","R","1,53439","C","0,935376","1,53439","0,0415699999999999","0","129","0,4640049338340759"
"Js 9h 6d","QdKd","25,965","0","0,697401","0,302599","0","2,10345","2,04056","2,08441954889","C","2,10345","C","0,697401","2,10345","0","0,0628899999999999","129","0,4640049338340759"
"Js 9h 6d","QdKh","12,6184","0","0,875233","0,124767","0","1,52503","1,62276","1,53722347891","R","1,62276","C","0,875233","1,62276","0,0977300000000001","0","129","0,4640049338340759"
"Js 9h 6d","QdKs","12,4035","0","0,894474","0,105526","0","1,48112","1,56255","1,48971298218","R","1,56255","C","0,894474","1,56255","0,0814300000000001","0","129","0,4640049338340759"
"Js 9h 6d","QdAc","27,7393","0,10941","0,824857","0,065732","0","0,0600746","0,0614222","0,0535903583826","R","0,0614222","C","0,824857","0,0614222","0,0013476","0","129","0,4640049338340759"
"Js 9h 6d","QdAd","6,93991","0","1","0","0","0,872027","0,36371","0,872027","C","0,872027","C","1","0,872027","0","0,508317","129","0,4640049338340759"
"Js 9h 6d","QdAh","27,5568","0,336318","0,558228","0,105454","0","0,0126213","0,0174946","0,0088904386048","R","0,0174946","C","0,558228","0,0174946","0,0048733","0","129","0,4640049338340759"
"Js 9h 6d","QdAs","27,5387","0,386147","0,55369","0,060163","0","0,0122898","0,0232265","0,0082021152815","R","0,0232265","C","0,55369","0,0232265","0,0109367","0","129","0,4640049338340759"
"Js 9h 6d","QhQs","9,94063","0","0,97406","0,02594","0","6,54965","6,51949","6,5488676496","C","6,54965","C","0,97406","6,54965","0","0,0301599999999995","129","0,4640049338340759"
"Js 9h 6d","QhKc","12,8218","0","0,946688","0,053312","0","1,48896","1,5253","1,49089735808","R","1,5253","C","0,946688","1,5253","0,03634","0","129","0,4640049338340759"
"Js 9h 6d","QhKd","12,6856","0","0,87768","0,12232","0","1,56309","1,65802","1,5747018376","R","1,65802","C","0,87768","1,65802","0,09493","0","129","0,4640049338340759"
"Js 9h 6d","QhKh","26,1112","0","0,693824","0,306176","0","2,07954","2,02048","2,06145724544","C","2,07954","C","0,693824","2,07954","0","0,0590600000000001","129","0,4640049338340759"
"Js 9h 6d","QhKs","12,4756","0","0,89063","0,10937","0","1,47755","1,56754","1,4873922063","R","1,56754","C","0,89063","1,56754","0,08999","0","129","0,4640049338340759"
"Js 9h 6d","QhAc","27,8773","0,148162","0,773561","0,078277","0","0,0563473","0,0444363","0,0470664139904","C","0,0563473","C","0,773561","0,0563473","0","0,011911","129","0,4640049338340759"
"Js 9h 6d","QhAd","27,4842","0,35486","0,556991","0,088149","0","0,0112312","0,0101933","0,0071542065209","C","0,0112312","C","0,556991","0,0112312","0","0,0010379","129","0,4640049338340759"
"Js 9h 6d","QhAh","7,03084","0","1","0","0","0,900874","0,327298","0,900874","C","0,900874","C","1","0,900874","0","0,573576","129","0,4640049338340759"
"Js 9h 6d","QhAs","27,6808","0,407307","0,538522","0,054171","0","0,0084858","0,0017094","0,004662389895","C","0,0084858","C","0,538522","0,0084858","0","0,0067764","129","0,4640049338340759"
"Js 9h 6d","QsKc","12,8374","0","0,907467","0,092533","0","1,46331","1,50453","1,46712421026","R","1,50453","C","0,907467","1,50453","0,0412199999999998","0","129","0,4640049338340759"
"Js 9h 6d","QsKd","12,7041","0","0,848412","0,151588","0","1,53716","1,642","1,55305248592","R","1,642","C","0,848412","1,642","0,10484","0","129","0,4640049338340759"
"Js 9h 6d","QsKh","12,6993","0","0,844847","0,155153","0","1,49887","1,61455","1,51681809904","R","1,61455","C","0,844847","1,61455","0,11568","0","129","0,4640049338340759"
"Js 9h 6d","QsKs","25,7563","0","0,68897","0,31103","0","2,05421","1,97764","2,0303944329","C","2,05421","C","0,68897","2,05421","0","0,0765700000000005","129","0,4640049338340759"
"Js 9h 6d","QsAc","27,8639","0,227095","0,706102","0,066803","0","0,044812","0,0323128","0,0338004348024","C","0,044812","C","0,706102","0,044812","0","0,0124992","129","0,4640049338340759"
"Js 9h 6d","QsAd","27,5036","0,398666","0,502213","0,09912","0","0,0045437","0,0108414","0,0033565047761","R","0,0108414","C","0,502213","0,0108414","0,0062977","0","129","0,4640049338340759"
"Js 9h 6d","QsAh","27,6963","0,408136","0,494796","0,097068","0","0,000581","-0,0056297","-0,0002589872436","C","0,000581","C","0,494796","0,000581","0","0,0062107","129","0,4640049338340759"
"Js 9h 6d","QsAs","7,05092","0","1","0","0","0,932783","0,359755","0,932783","C","0,932783","C","1","0,932783","0","0,573028","129","0,4640049338340759"
"Js 9h 6d","KcAd","8,20433","0","1","0","0","0,390519","-0,0564163","0,390519","C","0,390519","C","1","0,390519","0","0,4469353","129","0,4640049338340759"
"Js 9h 6d","KcAh","8,2735","0","1","0","0","0,395561","-0,048452","0,395561","C","0,395561","C","1","0,395561","0","0,444013","129","0,4640049338340759"
"Js 9h 6d","KcAs","8,26982","0","1","0","0","0,392809","-0,0610229","0,392809","C","0,392809","C","1","0,392809","0","0,4538319","129","0,4640049338340759"
"Js 9h 6d","KdAc","8,23992","0","1","0","0","0,500863","0,2438","0,500863","C","0,500863","C","1","0,500863","0","0,257063","129","0,4640049338340759"
"Js 9h 6d","KdAh","8,19277","0","1","0","0","0,372465","0,149412","0,372465","C","0,372465","C","1","0,372465","0","0,223053","129","0,4640049338340759"
"Js 9h 6d","KdAs","8,19051","0","1","0","0","0,371229","0,136227","0,371229","C","0,371229","C","1","0,371229","0","0,235002","129","0,4640049338340759"
"Js 9h 6d","KhAc","8,24235","0","1","0","0","0,469923","0,198857","0,469923","C","0,469923","C","1","0,469923","0","0,271066","129","0,4640049338340759"
"Js 9h 6d","KhAd","8,12687","0","1","0","0","0,338095","0,0946724","0,338095","C","0,338095","C","1","0,338095","0","0,2434226","129","0,4640049338340759"
"Js 9h 6d","KhAs","8,19047","0","1","0","0","0,349234","0,0893536","0,349234","C","0,349234","C","1","0,349234","0","0,2598804","129","0,4640049338340759"
"Js 9h 6d","KsAc","8,09513","0","1","0","0","0,454452","0,0853132","0,454452","C","0,454452","C","1","0,454452","0","0,3691388","129","0,4640049338340759"
"Js 9h 6d","KsAd","7,98121","0","1","0","0","0,318875","-0,0253178","0,318875","C","0,318875","C","1","0,318875","0","0,3441928","129","0,4640049338340759"
"Js 9h 6d","KsAh","8,04774","0","1","0","0","0,332924","-0,0077446","0,332924","C","0,332924","C","1","0,332924","0","0,3406686","129","0,4640049338340759"
"Js 9h 5d","2c2d","15,9508","0,012559","0,780341","0,2071","0","-0,0104782","-0,035252","-0,0154772582662","F","0","C","0,780341","0","0,0104782","0,035252","129","0,482442170381546"
"Js 9h 5d","2c2h","15,9587","0,013315","0,799221","0,187464","0","-0,0111885","-0,0389645","-0,0162465251865","F","0","C","0,799221","0","0,0111885","0,0389645","129","0,482442170381546"
"Js 9h 5d","2c2s","15,9629","0,015934","0,774723","0,209343","0","-0,0135948","-0,0412827","-0,0191744485065","F","0","C","0,774723","0","0,0135948","0,0412827","129","0,482442170381546"
"Js 9h 5d","2cAc","3,51617","1","0","0","0","-0,5441029","-0,2652905","0","F","0","F","1","0","0,5441029","0,2652905","129","0,482442170381546"
"Js 9h 5d","2d2h","15,9322","0","0,999995","5E-06","0","0,0399094","0,0020069","0,0399092104875","C","0,0399094","C","0,999995","0,0399094","0","0,0379025","129","0,482442170381546"
"Js 9h 5d","2d2s","15,9364","0","1","0","0","0,0367485","-0,0003574","0,0367485","C","0,0367485","C","1","0,0367485","0","0,0371059","129","0,482442170381546"
"Js 9h 5d","2dAd","3,43365","0,472251","0,228935","0,298815","0","0,0439522","0,0372292","0,021186840305","C","0,0439522","F","0,472251","0,0439522","0","0,006723","129","0,482442170381546"
"Js 9h 5d","2h2s","15,9443","0","0,999987","1,3E-05","0","0,0360649","-0,0043636","0,0360643744295","C","0,0360649","C","0,999987","0,0360649","0","0,0404285","129","0,482442170381546"
"Js 9h 5d","2hAh","3,46695","0,554453","0,130848","0,314699","0","0,0299622","0,0380989","0,0159101796767","R","0,0380989","F","0,554453","0,0380989","0,0081367","0","129","0,482442170381546"
"Js 9h 5d","2sAs","3,45296","0,565293","0,099896","0,334811","0","0,016674","0,0281006","0,0110740558906","R","0,0281006","F","0,565293","0,0281006","0,0114266","0","129","0,482442170381546"
"Js 9h 5d","3c3d","14,7625","0,016891","0,831143","0,151965","0","-0,0170338","-0,0377804","-0,0198988221194","F","0","C","0,831143","0","0,0170338","0,0377804","129","0,482442170381546"
"Js 9h 5d","3c3h","14,7658","0,018994","0,802341","0,178664","0","-0,0186489","-0,0458553","-0,0231554683941","F","0","C","0,802341","0","0,0186489","0,0458553","129","0,482442170381546"
"Js 9h 5d","3c3s","14,7722","0,023096","0,823887","0,153017","0","-0,0242435","-0,0426777","-0,0265043181054","F","0","C","0,823887","0","0,0242435","0,0426777","129","0,482442170381546"
"Js 9h 5d","3c5c","3,31949","0","1","0","0","1,33657","0,920526","1,33657","C","1,33657","C","1","1,33657","0","0,416044","129","0,482442170381546"
"Js 9h 5d","3cAc","19,5847","1","0","0","0","-0,5232208","-0,2949638","0","F","0","F","1","0","0,5232208","0,2949638","129","0,482442170381546"
"Js 9h 5d","3d3h","14,7011","0","1","0","0","0,0376202","-0,0322628","0,0376202","C","0,0376202","C","1","0,0376202","0","0,069883","129","0,482442170381546"
"Js 9h 5d","3d3s","14,7075","0","1","0","0","0,0302681","-0,0287544","0,0302681","C","0,0302681","C","1","0,0302681","0","0,0590225","129","0,482442170381546"
"Js 9h 5d","3dAd","19,1251","0,468958","0,315229","0,215813","0","0,0438644","-0,0018482","0,013428465361","C","0,0438644","F","0,468958","0,0438644","0","0,0457126","129","0,482442170381546"
"Js 9h 5d","3h3s","14,7108","0","1","0","0","0,0288731","-0,037125","0,0288731","C","0,0288731","C","1","0,0288731","0","0,0659981","129","0,482442170381546"
"Js 9h 5d","3h5h","3,32657","0","1","0","0","2,14914","1,95693","2,14914","C","2,14914","C","1","2,14914","0","0,19221","129","0,482442170381546"
"Js 9h 5d","3hAh","19,3106","0,544537","0,226224","0,229238","0","0,0333622","0,0006199","0,007689434969","C","0,0333622","F","0,544537","0,0333622","0","0,0327423","129","0,482442170381546"
"Js 9h 5d","3s5s","3,32457","0","1","0","0","2,19411","1,96536","2,19411","C","2,19411","C","1","2,19411","0","0,22875","129","0,482442170381546"
"Js 9h 5d","3sAs","19,2327","0,311091","0,365642","0,323267","0","0,0178654","-0,0230221","-0,0009099446139","C","0,0178654","C","0,365642","0,0178654","0","0,0408875","129","0,482442170381546"
"Js 9h 5d","4c4d","15,7586","0,151301","0,621633","0,227065","0","-0,0751926","-0,1243935","-0,0749876115933","F","0","C","0,621633","0","0,0751926","0,1243935","129","0,482442170381546"
"Js 9h 5d","4c4h","15,7503","0,241769","0,500478","0,257752","0","-0,0942234","-0,1398266","-0,0831973245884","F","0","C","0,500478","0","0,0942234","0,1398266","129","0,482442170381546"
"Js 9h 5d","4c4s","15,7522","0,24667","0,500744","0,252586","0","-0,0988667","-0,1412971","-0,0851965761254","F","0","C","0,500744","0","0,0988667","0,1412971","129","0,482442170381546"
"Js 9h 5d","4c5c","21,6169","0","1","0","0","1,1829","0,916905","1,1829","C","1,1829","C","1","1,1829","0","0,265995","129","0,482442170381546"
"Js 9h 5d","4c6c","1,66451","0,904108","0","0,095892","0","-0,6603863","-0,2580856","-0,0247483443552","F","0","F","0,904108","0","0,6603863","0,2580856","129","0,482442170381546"
"Js 9h 5d","4cAc","20,0325","1","0","0","0","-0,5282997","-0,3140114","0","F","0","F","1","0","0,5282997","0,3140114","129","0,482442170381546"
"Js 9h 5d","4d4h","15,6777","0,041993","0,948733","0,009273","0","-0,0382839","-0,1272774","-0,0375014426289","F","0","C","0,948733","0","0,0382839","0,1272774","129","0,482442170381546"
"Js 9h 5d","4d4s","15,6797","0,051189","0,941272","0,007539","0","-0,043985","-0,1283913","-0,0423697909307","F","0","C","0,941272","0","0,043985","0,1283913","129","0,482442170381546"
"Js 9h 5d","4d6d","1,65624","0,23932","0","0,76068","0","-0,1259251","0,039082","0,02972889576","R","0,039082","R","0,76068","0,039082","0,1650071","0","129","0,482442170381546"
"Js 9h 5d","4dAd","19,6036","0,451983","0,358596","0,189421","0","0,0458809","0,0027138","0,0169667579262","C","0,0458809","F","0,451983","0,0458809","0","0,0431671","129","0,482442170381546"
"Js 9h 5d","4h4s","15,6711","0,115466","0,819045","0,065489","0","-0,0610374","-0,14459","-0,059461431793","F","0","C","0,819045","0","0,0610374","0,14459","129","0,482442170381546"
"Js 9h 5d","4h5h","21,6196","0","0,999999","1E-06","0","1,96191","1,94507","1,96190998316","C","1,96191","C","0,999999","1,96191","0","0,01684","129","0,482442170381546"
"Js 9h 5d","4h6h","1,65674","0,206618","0","0,793382","0","-0,149509","0,0493221","0,0391312663422","R","0,0493221","R","0,793382","0,0493221","0,1988311","0","129","0,482442170381546"
"Js 9h 5d","4hAh","19,7732","0,547356","0,257011","0,195634","0","0,0271801","-0,0017075","0,0066515396261","C","0,0271801","F","0,547356","0,0271801","0","0,0288876","129","0,482442170381546"
"Js 9h 5d","4s5s","21,6041","0","1","0","0","2,00916","1,95323","2,00916","C","2,00916","C","1","2,00916","0","0,05593","129","0,482442170381546"
"Js 9h 5d","4s6s","1,65709","0,070569","0","0,929431","0","-0,1044476","0,0680626","0,0632594903806","R","0,0680626","R","0,929431","0,0680626","0,1725102","0","129","0,482442170381546"
"Js 9h 5d","4sAs","19,6887","0,552433","0,250364","0,197202","0","0,0256535","-0,0187881","0,0027176619778","C","0,0256535","F","0,552433","0,0256535","0","0,0444416","129","0,482442170381546"
"Js 9h 5d","5c5h","18,2646","0","0,718886","0,281114","0","15,5235","15,3061","15,4623858164","C","15,5235","C","0,718886","15,5235","0","0,217400000000001","129","0,482442170381546"
"Js 9h 5d","5c5s","18,2453","0","0,72255","0,27745","0","15,5234","15,3059","15,463054625","C","15,5234","C","0,72255","15,5234","0","0,217500000000001","129","0,482442170381546"
"Js 9h 5d","5c6c","14,575","0","1","0","0","1,03816","0,826075","1,03816","C","1,03816","C","1","1,03816","0","0,212085","129","0,482442170381546"
"Js 9h 5d","5c7c","1,7518","0","1","0","0","1,1729","0,994712","1,1729","C","1,1729","C","1","1,1729","0","0,178188","129","0,482442170381546"
"Js 9h 5d","5cAc","22,3251","0","1","0","0","0,754292","0,36415","0,754292","C","0,754292","C","1","0,754292","0","0,390142","129","0,482442170381546"
"Js 9h 5d","5h5s","18,3713","0","0,768811","0,231189","0","15,5791","15,2669","15,5069227942","C","15,5791","C","0,768811","15,5791","0","0,312199999999999","129","0,482442170381546"
"Js 9h 5d","5h6h","14,6532","0","0,997037","0,002963","0","1,86679","1,86287","1,86677838504","C","1,86679","C","0,997037","1,86679","0","0,00392000000000015","129","0,482442170381546"
"Js 9h 5d","5h7h","1,74971","0","0,855229","0,144771","0","2,03729","2,02508","2,03552234609","C","2,03729","C","0,855229","2,03729","0","0,0122100000000001","129","0,482442170381546"
"Js 9h 5d","5hAh","22,1099","0","1","0","0","1,75281","1,42659","1,75281","C","1,75281","C","1","1,75281","0","0,32622","129","0,482442170381546"
"Js 9h 5d","5s6s","14,641","0","1","0","0","1,90333","1,8714","1,90333","C","1,90333","C","1","1,90333","0","0,03193","129","0,482442170381546"
"Js 9h 5d","5s7s","1,74824","0","0,934574","0,065426","0","2,06835","2,03691","2,06629300656","C","2,06835","C","0,934574","2,06835","0","0,0314399999999999","129","0,482442170381546"
"Js 9h 5d","5sAs","22,0077","0","1","0","0","1,74423","1,41256","1,74423","C","1,74423","C","1","1,74423","0","0,33167","129","0,482442170381546"
"Js 9h 5d","6c6d","27,9942","0,225026","0,712464","0,062509","0","-0,0885269","-0,0987206","-0,069243155267","F","0","C","0,712464","0","0,0885269","0,0987206","129","0,482442170381546"
"Js 9h 5d","6c6h","28,0065","0,280982","0,645771","0,073247","0","-0,0969456","-0,1062584","-0,0703877660824","F","0","C","0,645771","0","0,0969456","0,1062584","129","0,482442170381546"
"Js 9h 5d","6c6s","28,0074","0,309479","0,604861","0,085661","0","-0,0946594","-0,1097427","-0,0666564487681","F","0","C","0,604861","0","0,0946594","0,1097427","129","0,482442170381546"
"Js 9h 5d","6c7c","15,8848","0","1","0","0","1,05871","0,976047","1,05871","C","1,05871","C","1","1,05871","0","0,082663","129","0,482442170381546"
"Js 9h 5d","6c8c","4,7805","0","1","0","0","1,79696","1,67207","1,79696","C","1,79696","C","1","1,79696","0","0,12489","129","0,482442170381546"
"Js 9h 5d","6cKc","2,84947","0,77436","0","0,22564","0","-0,870018","-0,4238487","-0,095637220668","F","0","F","0,77436","0","0,870018","0,4238487","129","0,482442170381546"
"Js 9h 5d","6cAc","2,31977","1","0","0","0","-0,6990673","-0,4510006","0","F","0","F","1","0","0,6990673","0,4510006","129","0,482442170381546"
"Js 9h 5d","6d6h","28,0201","0,080517","0,91927","0,000214","0","-0,0471657","-0,0517632","-0,0433690903638","F","0","C","0,91927","0","0,0471657","0,0517632","129","0,482442170381546"
"Js 9h 5d","6d6s","28,021","0,078569","0,921344","8,8E-05","0","-0,0450592","-0,0552395","-0,0415198846408","F","0","C","0,921344","0","0,0450592","0,0552395","129","0,482442170381546"
"Js 9h 5d","6d7d","15,7567","0","0,968235","0,031765","0","1,60475","1,61809","1,6051737451","R","1,61809","C","0,968235","1,61809","0,0133400000000001","0","129","0,482442170381546"
"Js 9h 5d","6d8d","4,67459","0","1","0","0","2,27951","2,18824","2,27951","C","2,27951","C","1","2,27951","0","0,0912700000000002","129","0,482442170381546"
"Js 9h 5d","6dKd","2,81976","0","0","1","0","-0,3066738","0,041935","0,041935","R","0,041935","R","1","0,041935","0,3486088","0","129","0,482442170381546"
"Js 9h 5d","6dAd","2,26396","1","0","0","0","-0,1229633","-0,1403038","0","F","0","F","1","0","0,1229633","0,1403038","129","0,482442170381546"
"Js 9h 5d","6h6s","28,0329","0,133539","0,865951","0,00051","0","-0,0533154","-0,0631336","-0,0462007220814","F","0","C","0,865951","0","0,0533154","0,0631336","129","0,482442170381546"
"Js 9h 5d","6h7h","15,7721","0","0,925972","0,074028","0","1,62415","1,6303","1,6246052722","R","1,6303","C","0,925972","1,6303","0,00615000000000032","0","129","0,482442170381546"
"Js 9h 5d","6h8h","4,68566","0","1","0","0","2,31303","2,22876","2,31303","C","2,31303","C","1","2,31303","0","0,0842699999999996","129","0,482442170381546"
"Js 9h 5d","6hKh","2,83477","0","0","1","0","-0,2993221","0,0646988","0,0646988","R","0,0646988","R","1","0,0646988","0,3640209","0","129","0,482442170381546"
"Js 9h 5d","6hAh","2,28822","1","0","0","0","-0,135207","-0,1283577","0","F","0","F","1","0","0,135207","0,1283577","129","0,482442170381546"
"Js 9h 5d","6s7s","15,7771","0","0,875868","0,124132","0","1,64525","1,65766","1,64679047812","R","1,65766","C","0,875868","1,65766","0,0124099999999998","0","129","0,482442170381546"
"Js 9h 5d","6s8s","4,67832","0","1","0","0","2,31274","2,24446","2,31274","C","2,31274","C","1","2,31274","0","0,0682800000000001","129","0,482442170381546"
"Js 9h 5d","6sKs","2,80276","0,000401","0","0,999599","0","-0,2962688","0,0129639","0,0129587014761","R","0,0129639","R","0,999599","0,0129639","0,3092327","0","129","0,482442170381546"
"Js 9h 5d","6sAs","2,27913","1","0","0","0","-0,1500263","-0,1309536","0","F","0","F","1","0","0,1500263","0,1309536","129","0,482442170381546"
"Js 9h 5d","7c7d","35,8494","0","0,98911","0,01089","0","0,0372639","0,0378937","0,037270758522","R","0,0378937","C","0,98911","0,0378937","0,0006298","0","129","0,482442170381546"
"Js 9h 5d","7c7h","35,8695","0","0,998962","0,001038","0","0,037014","0,0296783","0,0370063855434","C","0,037014","C","0,998962","0,037014","0","0,0073357","129","0,482442170381546"
"Js 9h 5d","7c7s","35,8547","0","0,954002","0,045998","0","0,035183","0,0333485","0,035098616669","C","0,035183","C","0,954002","0,035183","0","0,0018345","129","0,482442170381546"
"Js 9h 5d","7c8c","14,2402","0","0,654796","0,345204","0","3,67752","3,65324","3,66913844688","C","3,67752","C","0,654796","3,67752","0","0,0242799999999996","129","0,482442170381546"
"Js 9h 5d","7c9c","1,89067","0","0,999999","1E-06","0","2,21488","2,05191","2,21487983703","C","2,21488","C","0,999999","2,21488","0","0,16297","129","0,482442170381546"
"Js 9h 5d","7cAc","4,60539","1","0","0","0","-0,5550873","-0,3396019","0","F","0","F","1","0","0,5550873","0,3396019","129","0,482442170381546"
"Js 9h 5d","7d7h","35,5791","0","1","0","0","0,0623955","0,0356529","0,0623955","C","0,0623955","C","1","0,0623955","0","0,0267426","129","0,482442170381546"
"Js 9h 5d","7d7s","35,5804","0","1","0","0","0,0609316","0,0412113","0,0609316","C","0,0609316","C","1","0,0609316","0","0,0197203","129","0,482442170381546"
"Js 9h 5d","7d8d","13,8257","0","0,685456","0,314545","0","4,16639","4,11786","4,15112929754","C","4,16639","C","0,685456","4,16639","0","0,0485299999999995","129","0,482442170381546"
"Js 9h 5d","7d9d","1,88421","0","0,999048","0,000952","0","3,02853","2,92648","3,0284328484","C","3,02853","C","0,999048","3,02853","0","0,10205","129","0,482442170381546"
"Js 9h 5d","7dAd","4,48046","0,571196","0,423133","0,005671","0","0,0646744","-0,0559772","0,027048426194","C","0,0646744","F","0,571196","0,0646744","0","0,1206516","129","0,482442170381546"
"Js 9h 5d","7h7s","35,5977","0","1","0","0","0,0602449","0,0338753","0,0602449","C","0,0602449","C","1","0,0602449","0","0,0263696","129","0,482442170381546"
"Js 9h 5d","7h8h","13,8459","0","0,588839","0,411161","0","4,2151","4,1693","4,1962688262","C","4,2151","C","0,588839","4,2151","0","0,0458000000000007","129","0,482442170381546"
"Js 9h 5d","7hAh","4,52195","0,656487","0,337188","0,006325","0","0,0535723","-0,0481712","0,0177592538524","C","0,0535723","F","0,656487","0,0535723","0","0,1017435","129","0,482442170381546"
"Js 9h 5d","7s8s","13,8334","0","0,562787","0,437213","0","4,21799","4,18855","4,20511844928","C","4,21799","C","0,562787","4,21799","0","0,0294400000000001","129","0,482442170381546"
"Js 9h 5d","7s9s","1,8823","0","0,999662","0,000338","0","3,07351","3,02351","3,0734931","C","3,07351","C","0,999662","3,07351","0","0,0499999999999998","129","0,482442170381546"
"Js 9h 5d","7sAs","4,50514","0,649508","0,350056","0,000436","0","0,0464504","-0,0594124","0,016234337416","C","0,0464504","F","0,649508","0,0464504","0","0,1058628","129","0,482442170381546"
"Js 9h 5d","8c8d","38,0971","0","1","0","0","0,228965","0,0439312","0,228965","C","0,228965","C","1","0,228965","0","0,1850338","129","0,482442170381546"
"Js 9h 5d","8c8h","38,1544","0","1","0","0","0,235394","0,0396091","0,235394","C","0,235394","C","1","0,235394","0","0,1957849","129","0,482442170381546"
"Js 9h 5d","8c8s","38,0881","0","1","0","0","0,228159","0,040168","0,228159","C","0,228159","C","1","0,228159","0","0,187991","129","0,482442170381546"
"Js 9h 5d","8c9c","12,786","0","0,999998","2E-06","0","2,17323","2,11756","2,17322988866","C","2,17323","C","0,999998","2,17323","0","0,0556699999999997","129","0,482442170381546"
